cs_count,avg_dist_to_center,avg_nearest_neighbor,std_nearest_neighbor,min_distance,max_pairwise_distance,cs_density_std,cluster_count,coverage_ratio,max_gap_distance,gini_coefficient,avg_betweenness_centrality,layout_id
215,4856.478337482107,6663.179036824251,3478.197007442816,13.834710895163196,17987.39539781054,0.9980356081228823,49,0.6910491161626166,2366.5868304775786,0.33794574860526666,0.00016005361524683675,cs_group_001
215,4891.255540324792,6688.890168165384,3508.567017150206,52.22452038277865,17303.50570315552,0.9539441441803943,44,0.7158250865613932,2146.095552272604,0.3272879279940398,0.00021873618254025475,cs_group_002
215,4728.892648731869,6482.023101177678,3326.3103447117815,22.16579297024608,18306.544230654443,0.9292226123012851,50,0.7052792545816133,1940.0832400528934,0.3325401983442661,0.00037630110399550817,cs_group_003
215,4808.517431630441,6613.728910269089,3441.980062025945,35.65984653252751,18080.466504111577,0.7930983987346967,48,0.7231936994398269,2055.9712352635106,0.32520152083719456,0.00036203070431022153,cs_group_004
215,4710.627555493969,6467.184915933616,3393.396326813747,20.69795418216427,17384.761631199824,0.9394854914332351,40,0.6975699423980477,2144.4741270465715,0.3314637812159765,0.00024375649031485504,cs_group_005
215,4487.4125928012645,6194.364134276657,3307.609113642521,35.084262385868236,17454.570945048697,1.084505090310024,38,0.6930061563572113,2186.7341384484193,0.35086854645351806,0.00034305129030465817,cs_group_006
215,4678.744165269158,6412.418684665192,3349.9608699997857,3.5434300685036906,17758.71489957396,0.9883555048898903,50,0.6922613718297137,1787.178292749678,0.341225923474175,0.0004139822980990137,cs_group_007
215,4775.298257873677,6597.338839061642,3401.798935470353,21.506739257822925,17968.79064222504,0.9425026723063128,46,0.7066182820831781,2455.5938059003033,0.33297957111781595,0.0003692108696932029,cs_group_008
215,4550.547285020452,6271.423288707771,3196.4963525068565,28.332133919304997,17363.65151120426,1.009705356671218,44,0.7044710841368819,1952.4700535788816,0.3298124774715349,0.00017740108637428288,cs_group_009
215,5040.855811619988,6833.451774943533,3505.124653010825,46.202551509528824,17856.00562768307,0.9373519560658807,45,0.6703060747478429,1666.155329180502,0.3196139749112747,0.00031137703197496185,cs_group_010
215,4967.936004314929,6767.116778720119,3587.0353553045106,27.52436447927271,18441.722600679866,0.9721842792924164,49,0.7053188707798845,2100.532785630536,0.3441740525391945,0.00025009747955278774,cs_group_011
215,4604.073034042929,6353.4347358440655,3293.8703835435676,63.40815869679187,18323.138265514986,0.9384585547052297,42,0.7164668689733859,2231.602617735295,0.32852892086422464,0.0002694753174251678,cs_group_012
215,4675.619664881568,6420.80424442525,3308.3312138678575,50.41690987215733,17991.67269698427,0.93656764459186,52,0.7178534359128761,2428.061761309211,0.3354719960168576,0.00019194981336180682,cs_group_013
215,4880.423674359803,6673.58228796941,3492.121668506823,37.692912678248035,18041.445106779294,0.9031383623855911,48,0.6760821164557764,1910.2049727004812,0.3365246030891538,0.0002509297357900653,cs_group_014
215,4526.119551491263,6301.153120468026,3340.5018421738864,5.308763733889839,18060.541076681948,0.9417229415820393,51,0.7067925933555712,2504.7917709140343,0.3363571154567344,0.0003629904394862891,cs_group_015
215,4881.904267642666,6643.173548213678,3414.601508231142,14.678494066169193,17111.488537197034,0.8599714797447332,45,0.7217279001037944,2017.4600532277545,0.33445250025380874,0.00035564092756426206,cs_group_016
215,4816.209613289393,6602.090589375412,3397.23935527944,8.507104937574615,18166.266995736845,0.8011848565108872,47,0.7129806435255247,1799.9043756978058,0.3219479756583579,0.0003207695075569259,cs_group_017
215,4616.402810122948,6335.266570519186,3241.2485052082584,5.357928440203352,16766.74600518699,1.1456201787351834,40,0.6861287843373398,1875.9842562787246,0.3379551567922475,0.00031344163090939203,cs_group_018
215,4702.630068165028,6414.725107001383,3259.2581181781234,35.20315099554166,17771.450269329478,0.9817570434564605,50,0.7186140669196821,1825.3489460980334,0.33678730872229795,0.00015329603334611553,cs_group_019
215,4703.80286154408,6532.497942865676,3428.328237919499,43.80501711619764,18458.229753354684,0.9620328176328076,51,0.673134671304403,2300.10038375689,0.34973509948564296,0.00026509904420515796,cs_group_020
215,4644.062746593733,6441.3453763858515,3332.8848063889686,52.253692896066894,17786.76814411439,0.9969165230969628,49,0.6939490218760647,1842.503788465541,0.3273056844382447,0.0002503372001105561,cs_group_021
215,4612.065496420163,6349.1262504462575,3271.3184214987973,33.779344089998986,17705.077023438953,0.847806023071144,53,0.716918493633677,2645.496619052608,0.3457258991427461,0.00024874551598101906,cs_group_022
215,4752.26803021249,6517.67278832448,3402.71265327886,23.227869244772172,18120.66655713485,1.0703155114838743,46,0.7070540602641608,2191.9850216729687,0.3420696251155378,0.0005783211794757259,cs_group_023
215,4563.542425127124,6304.221482289353,3347.095352153733,3.774148740827598,18097.418285353328,1.0676044447487638,46,0.6794574165484784,2433.0484897805763,0.35270130102980324,0.0003201182609042417,cs_group_024
215,4483.988291830265,6179.512333962133,3244.660715733548,5.571769431961508,17727.208549621395,1.0413531244254153,44,0.6757651868696073,2112.8385965043794,0.34232130247482534,0.0004482037089540187,cs_group_025
215,4666.193462495589,6376.703719617175,3242.4054416465697,31.993233163707362,18466.49038684391,0.9749752473863487,49,0.6947096528828708,1859.93286480771,0.3390402487256731,0.0004717997162178085,cs_group_026
215,4548.596890347661,6309.3283440065625,3310.4188783738464,5.892416498681066,17238.443461493764,0.982161992462824,46,0.7118000808170445,2108.8822837781236,0.3237162291012007,0.00033926431054068386,cs_group_027
215,4536.353633851447,6248.216308675175,3236.0063907153612,57.74176709387092,17707.730988555246,1.0103510985699087,46,0.7199689409005554,2123.344876079744,0.33637390847486925,0.0003362667167548463,cs_group_028
215,4445.332179488251,6131.625545630849,3235.0082476789253,16.604131453490655,17287.423868461297,1.0298392280626472,45,0.6720254177528108,2662.9170115294305,0.3586300544049512,0.00028573370951599287,cs_group_029
215,4529.879571345281,6247.968014914097,3248.4869457032646,21.285224675145084,17054.195805023814,1.0977753737288816,45,0.6757097241920277,2668.214460165104,0.34753637967207235,0.0002559176730711258,cs_group_030
215,4771.330272448918,6495.833087807871,3404.5753231340027,11.148646213470908,17410.939209226366,1.1307162710216665,43,0.7015236389855084,1875.0699516797072,0.3515885348412415,0.00024925953275632695,cs_group_031
215,4722.971503315336,6487.359820271536,3456.3974165211225,28.63315694778278,17981.94567528523,0.9609770258508297,45,0.7072362947762081,2212.050397960091,0.3399981211210949,0.00015048016160136503,cs_group_032
215,4551.274072963652,6259.501439212327,3197.24797531991,63.82127987443157,17904.735067348225,0.8922119392013003,48,0.6961041430620152,1802.2585798221437,0.3291963491394177,0.00032204116952430547,cs_group_033
215,4587.2395838586235,6351.857551515969,3294.829345288346,26.38472181873814,17522.85851019536,0.9421245229576147,46,0.7205711071142769,2236.0731962399736,0.3252875870628571,0.0003402956686449123,cs_group_034
215,4570.631751002052,6260.348232462698,3172.0644838597427,34.77962767990145,16888.663574537448,0.9482320881069437,51,0.7053267940195387,2403.0913585880126,0.3419395627370703,0.0004862802367819699,cs_group_035
215,4663.059655062879,6428.581868500742,3280.2446709631145,16.11097427988127,17964.396078714795,0.8907696261311592,45,0.7044314679386108,2077.145087086161,0.32297613576434464,0.00019805464904065463,cs_group_036
215,4743.06094398213,6529.127178481404,3432.3625995995403,60.38664046683405,17948.107447497812,1.0797572937249043,42,0.7307683165492707,2125.1167647336,0.322369091220477,0.00020845452346097634,cs_group_037
215,4837.8788907491835,6586.769107823218,3363.211514774584,15.0661371285329,17940.100934629452,1.0033485466141088,48,0.7168551077164431,1929.2420506149372,0.3270536743090766,0.0002810496379890893,cs_group_038
215,4813.19452710493,6578.779843365069,3403.796883863207,42.908416576790884,18044.427942869166,0.897031458763882,54,0.6974352473239258,2117.836936024426,0.33914665631352814,0.0002944707362782232,cs_group_039
215,4572.698213624466,6356.578464936519,3310.0986125196855,20.141003643565753,17584.95673614423,1.0000399627660355,47,0.6819690835188692,2299.353202771571,0.3319425122778949,0.0004354857993637581,cs_group_040
215,4683.551463374768,6453.610317828166,3325.3223032065807,18.188057656245135,17762.96810797254,0.9739101877037344,47,0.7028705897267274,2212.1312640403007,0.3334970295420482,0.0002971166529792008,cs_group_041
215,4557.678009697509,6303.575821127508,3278.799255295913,29.868563440578864,18054.47283544083,0.8952554919795855,46,0.7014047903906949,2555.061175797405,0.3494936662668814,0.00017678627746953878,cs_group_042
215,4575.0759377339755,6271.235969333602,3233.4939512296455,12.792966834722346,16901.75547924424,0.9845589383042231,46,0.6893297731576487,2054.440117471198,0.3515384059557332,0.0002141726997641378,cs_group_043
215,4487.340652873932,6265.824083432705,3266.529328439569,16.309370681155062,17932.84150491328,0.9079875561562906,53,0.6921345999952461,2071.825565697684,0.33686329034673607,0.0002534565675270635,cs_group_044
215,4636.020085823525,6402.451393967816,3264.7855468998437,70.28445016857164,17976.356462063817,0.8555853866740593,49,0.7105878251499473,1679.9851984974614,0.3238690651133998,0.0003098435184735339,cs_group_045
215,4746.634099778287,6508.620839572747,3414.1781276929287,56.06395076195141,16460.233747872902,1.0795128723228335,50,0.6527164827154527,2251.723950750403,0.3545779987451384,0.00033402048689526155,cs_group_046
215,4553.013618890209,6370.335130501078,3401.920879417678,3.196085573817179,17652.237169350494,1.0201660615818484,49,0.6705675416564325,2189.2969219336087,0.354909910218062,0.0004535874900933967,cs_group_047
215,4733.630381948971,6478.121846069561,3357.2077591444095,19.899086264503303,17580.205375545836,1.0035020566750321,46,0.7004540016321874,1703.3783721503708,0.32185672870549764,0.0004902534445027795,cs_group_048
215,4802.468066652565,6561.217337738423,3480.3867427747145,4.729568325620009,17730.44566412402,1.0430961684275228,46,0.7003589227563366,1903.8686411135445,0.3334057151964005,0.00018038669118011148,cs_group_049
215,4780.4711381556735,6504.620435031945,3355.7965520022044,24.49264136262439,17371.694052129846,0.9217139942178092,46,0.6780708496089881,2058.385675104517,0.32211840523721447,0.00034567178806107525,cs_group_050
215,3212.5573623749146,4430.466181568279,2111.1234517513653,34.866340531258686,10072.21711206557,1.8267097097774776,37,0.540475869773633,5338.996652183647,0.5491840684894705,0.000406516575589404,cs_group_051
215,2358.302206355368,3182.9028162551767,1505.1481813151097,3.3798553720813125,7061.15768940579,3.2223499985668145,9,0.3613868838690764,6825.546909839632,0.5155547240010085,0.00023867922449271502,cs_group_052
215,2283.636340353044,3116.2451871967423,1479.7917076707924,15.418501307149294,6925.853605947309,3.3693851653368423,12,0.36447694733422603,6890.686567401292,0.5153636310876413,0.0005244922687194301,cs_group_053
215,2337.8459580346953,3173.7396892565284,1510.8275789320853,14.86888460198417,6964.267784595144,3.3825890133325034,10,0.36156119514146945,7156.583859221733,0.515806939070635,0.0005246312823838346,cs_group_054
215,2268.1716400483833,3100.831185802596,1458.758763503628,4.385747884297092,6973.598806167688,4.021223497977965,9,0.3544540491716253,7068.478722604152,0.5133805583656922,0.00035039131141035294,cs_group_055
215,2250.2961717396547,3073.0666249771257,1462.6140969893383,5.30267126007961,7049.699222530043,3.614268705599193,5,0.35073012653413727,7006.731938416657,0.5118123325290442,0.0006216086575613263,cs_group_056
215,2207.4513106183963,3028.791649292003,1456.3325681589713,3.286413259881524,6994.977071789818,4.1232917880131765,8,0.36315376631196966,7177.479398588195,0.5154046861679248,0.0003198506639357624,cs_group_057
215,2174.1216730191295,2979.930814761087,1430.9295024304151,29.359530132752376,6927.57912869006,3.7067347729216764,5,0.35821758800738446,6738.973446517015,0.5152061347368094,0.0004825955205138216,cs_group_058
215,2183.6649446051865,3007.410150883693,1436.9983793939346,3.372168708340369,6973.307607964768,3.4258313434016703,11,0.35257624137357285,6946.569743522687,0.5080294071774529,0.00023527535608342776,cs_group_059
215,2284.2821286766125,3113.9153354558985,1502.2658681519126,11.229786518260417,6984.826741938748,3.829651836647232,13,0.35214838643224444,7169.278245882266,0.5112048334230097,0.0004835362507712794,cs_group_060
215,7099.293800726423,8642.38552481015,5340.336088941908,6.556854095367684,18626.30739135741,2.6019514603206844,22,0.29361941510644873,5804.353792015242,0.4636265435469737,0.0002477253420346162,cs_group_061
215,7031.893299169939,8552.15543570077,5267.655861684567,17.79678293002408,18134.18596848636,2.654064350981049,20,0.2885881579260128,5787.68592750109,0.4613753343053991,0.00023979654696917033,cs_group_062
215,7129.057937766414,8733.715596791119,5325.8666544657635,13.664717544091033,18155.716798011017,2.358981403202369,26,0.29032334741028915,5789.615009190039,0.4633825248813828,0.0001980543276823927,cs_group_063
215,7055.5217120786965,8619.756930193469,5248.905658204812,4.032961358211489,17996.785996168946,2.1941933441561345,23,0.28303396692839766,5750.066557493876,0.46140881182968013,0.0002093269056373016,cs_group_064
215,7188.182643200193,8770.89569100154,5358.446817892108,9.944658012339518,18117.765912166262,2.2284203358393992,23,0.294007653849506,5778.769576469729,0.4632766816402516,0.0004130753218278288,cs_group_065
215,7034.741766492888,8612.127966931994,5267.213042022016,6.719771646947924,18212.370138577568,2.509831269868757,27,0.296867943364683,5753.915330720093,0.46672857880369695,0.0002974285531959615,cs_group_066
215,7142.169984563096,8772.132821212499,5226.156678388067,4.518132965687121,17654.16236766089,2.383566199993397,25,0.2935877221478318,5801.407908565544,0.4645838763518304,0.000316485634306114,cs_group_067
215,7129.955721429691,8754.005053543644,5281.8508358336585,6.95149241297359,18401.877063142347,2.238405970116135,29,0.29923699202129767,5795.420924936509,0.46713137060221094,0.000272946174909963,cs_group_068
215,7094.903282585545,8697.815561567106,5229.145186044437,24.832221549613983,18167.87886361935,2.0642581631960084,26,0.2910602086981325,5791.007047831689,0.46663351432825145,0.0002463802176067374,cs_group_069
