cs_count,avg_dist_to_center,avg_nearest_neighbor,std_nearest_neighbor,min_distance,max_pairwise_distance,cs_density_std,cluster_count,coverage_ratio,max_gap_distance,gini_coefficient,avg_betweenness_centrality,layout_id
215,4562.430369462728,6302.131001254059,3345.897281032466,3.985599076675896,18130.974471208105,1.062988365987034,66,0.6822354484010895,2410.9658287084876,0.35635908709818626,0.0,cs_group_024
215,4485.116120095587,6180.000442284855,3243.767449806658,11.1035174606976,17674.587627710018,0.9896358008479995,66,0.6716685160899829,2024.0377963368176,0.3395405774064855,0.0,cs_group_025
215,4670.941909788812,6381.564602874081,3244.510726608153,18.88224827715169,18496.299397906598,0.9797568703824335,65,0.6928023807121961,1881.288368379499,0.3410827930344698,0.0,cs_group_026
215,4547.418237360222,6308.61603857304,3313.1862826451475,31.31632481629948,17213.162354445507,0.964121886026495,66,0.7128013719358418,2111.825273193784,0.32660152253175584,0.0,cs_group_027
215,4538.524215687017,6250.9053116309515,3238.349365274982,58.50241875341594,17780.165855483465,1.0207687795746871,63,0.712423080802986,2147.7150732813693,0.3351634704460935,0.0,cs_group_028
215,4441.227106578438,6125.904092973985,3231.6465993637453,10.618031832689537,17257.65209461009,1.091928403559552,58,0.6744678704731161,2656.917435996083,0.35951318843577035,0.0,cs_group_029
215,4530.012491192305,6248.198690128351,3247.908666029222,32.79992682918708,16963.8395121977,1.0959030756252819,60,0.6749470392414002,2650.48207841517,0.3465992667505293,0.0,cs_group_030
215,4772.398854420314,6497.697480394218,3404.6578906975574,54.704851704396255,17385.613623410016,1.145590979293902,65,0.6965600726318975,1780.7540126867607,0.3534396847627229,0.0,cs_group_031
215,4725.294946598469,6490.482991055421,3460.322899986684,10.079454350310975,18075.954026532043,0.9690866489253168,71,0.7014526379501664,2175.1780231741955,0.3416140893049583,0.0,cs_group_032
215,4549.729455454929,6256.197491874903,3193.7628180174634,49.676604151250004,17894.176794066276,0.8776838435970931,63,0.6920710178553414,1848.2757860232873,0.33231041347236834,0.0,cs_group_033
215,4585.823555975771,6350.39570430963,3294.13088841435,21.584885915844517,17459.484352139385,0.9560650291622698,61,0.7172399878946838,2111.9634326853293,0.3293223702905445,0.0,cs_group_034
215,4568.232918352372,6257.868213652743,3171.381905595861,40.638180323434455,16907.099020145353,0.9388818579794934,66,0.7019570261273076,2389.4934921861577,0.34307970866394766,0.0,cs_group_035
215,4663.651535223516,6429.365816306795,3280.780445330018,9.947381565015382,17962.663162997294,0.8295625790749392,67,0.7027892666195904,1983.8621407749074,0.3243428808358573,0.0,cs_group_036
215,4737.712945968703,6521.965213013662,3428.8420216926106,14.764586008419386,17954.004564288713,1.1636112626459247,68,0.7290678906486432,2112.180716534454,0.32285870693614344,0.0,cs_group_037
215,4835.2396378801795,6583.375745165038,3360.923385082175,41.3013183808943,17903.992032451868,1.0310105145094666,64,0.7179461313426814,1930.7389980523,0.3283095683789839,0.0,cs_group_038
215,4813.079464110541,6578.407512870903,3402.5587782531647,84.93367294542192,18036.336908344223,0.9152661273641036,69,0.7015787349944518,2125.846707549723,0.3431704116514952,0.0,cs_group_039
215,4572.627160116724,6355.203439184548,3308.7527083942946,32.487979315433506,17587.120090759603,0.9914847176206764,62,0.6736356299808333,2118.636775334554,0.3341109656080889,0.0,cs_group_040
215,4681.439087049838,6451.895472601509,3325.147847346686,15.197480054272129,17770.822478574257,0.9383044389714663,64,0.703949359427015,2172.3882879448597,0.33653979728781336,0.0,cs_group_041
215,4559.161275752154,6304.600569246254,3277.9684115158793,11.387840005901008,18008.089380445115,0.9475941513431223,64,0.6984515282961767,2418.8004779642333,0.35128251583118114,0.0,cs_group_042
215,4575.050879764581,6271.47622508909,3234.009061350624,9.346325481171789,16902.025864895604,1.0073791877764091,62,0.6842277817007969,2028.1387601690374,0.35430796104434364,0.0,cs_group_043
215,4490.763233245991,6269.200361476657,3268.089159955714,39.14439168003531,17940.758265190463,0.8873538424429964,68,0.6974175325330374,2061.9548709901496,0.33486693668072964,0.0,cs_group_044
215,4637.558620039959,6405.331024548641,3267.447495261088,46.41760118748045,17971.539415002822,0.8657003735670346,67,0.7096993846464239,1669.8269204321743,0.3275762774474895,0.0,cs_group_045
215,4746.695494707962,6509.976453787251,3415.1128892704182,9.9839270830671,16380.157380260422,1.0342497475146577,66,0.6521991324523353,2143.3425102162287,0.3546969001565718,0.0,cs_group_046
215,4552.941870687268,6369.599945351428,3402.323013355087,9.329056758322473,17732.66412039939,0.9788067242682158,64,0.6629173812165843,2169.8501248012503,0.3569906310494761,0.0,cs_group_047
215,4731.916505830796,6476.898071630814,3355.8464099084185,8.002462121122043,17595.085495421725,1.0041021714598892,66,0.6993594270150307,1717.8631224285587,0.32400988243735696,0.0,cs_group_048
215,4806.352935159964,6566.221047052003,3482.913070363421,14.696890827654691,17740.816184527703,1.0320931762267718,70,0.7008978109553112,1891.220166585583,0.33234651071199717,0.0,cs_group_049
215,4781.442084328197,6507.296361482379,3358.2129797293464,14.82053305384113,17453.662476033503,0.9052789946483587,65,0.6787047311611016,2020.9990276345998,0.3263589129975354,0.0,cs_group_050
