cs_count,avg_dist_to_center,avg_nearest_neighbor,std_nearest_neighbor,min_distance,max_pairwise_distance,cs_density_std,cluster_count,coverage_ratio,max_gap_distance,gini_coefficient,avg_betweenness_centrality,layout_id
215,2227.948267384102,3046.4820337289443,1436.3185503607808,9.637438468733478,7070.345624322461,3.78079261229781,11,0.35019134623764964,7130.34371397679,0.5117286190579906,0.00041786649285385026,cs_group_051
215,2358.302206355368,3182.9028162551767,1505.1481813151097,3.3798553720813125,7061.15768940579,3.2223499985668145,9,0.3613868838690764,6825.546909839632,0.5155547240010085,0.00023867922449271502,cs_group_052
215,2283.636340353044,3116.2451871967423,1479.7917076707924,15.418501307149294,6925.853605947309,3.3693851653368423,12,0.36447694733422603,6890.686567401292,0.5153636310876413,0.0005244922687194301,cs_group_053
215,2337.8459580346953,3173.7396892565284,1510.8275789320853,14.86888460198417,6964.267784595144,3.3825890133325034,10,0.36156119514146945,7156.583859221733,0.515806939070635,0.0005246312823838346,cs_group_054
215,2268.1716400483833,3100.831185802596,1458.758763503628,4.385747884297092,6973.598806167688,4.021223497977965,9,0.3544540491716253,7068.478722604152,0.5133805583656922,0.00035039131141035294,cs_group_055
215,2250.2961717396547,3073.0666249771257,1462.6140969893383,5.30267126007961,7049.699222530043,3.614268705599193,5,0.35073012653413727,7006.731938416657,0.5118123325290442,0.0006216086575613263,cs_group_056
215,2207.4513106183963,3028.791649292003,1456.3325681589713,3.286413259881524,6994.977071789818,4.1232917880131765,8,0.36315376631196966,7177.479398588195,0.5154046861679248,0.0003198506639357624,cs_group_057
215,2174.1216730191295,2979.930814761087,1430.9295024304151,29.359530132752376,6927.57912869006,3.7067347729216764,5,0.35821758800738446,6738.973446517015,0.5152061347368094,0.0004825955205138216,cs_group_058
215,2183.6649446051865,3007.410150883693,1436.9983793939346,3.372168708340369,6973.307607964768,3.4258313434016703,11,0.35257624137357285,6946.569743522687,0.5080294071774529,0.00023527535608342776,cs_group_059
215,2284.2821286766125,3113.9153354558985,1502.2658681519126,11.229786518260417,6984.826741938748,3.829651836647232,13,0.35214838643224444,7169.278245882266,0.5112048334230097,0.0004835362507712794,cs_group_060
215,7099.293800726423,8642.38552481015,5340.336088941908,6.556854095367684,18626.30739135741,2.6019514603206844,22,0.29361941510644873,5804.353792015242,0.4636265435469737,0.0002477253420346162,cs_group_061
